TYPEJOB;DEBUT;FIN;DUREE_SEC;ETAT
flux1CisRiPhCc;29/07/14 17:00:11;29/07/14 17:00:18;     7;ok
flux13RiCisActivites;29/07/14 16:50:39;29/07/14 16:50:40;     1;ok
flux11RiCisContactBailleur;29/07/14 16:50:10;29/07/14 16:50:11;     1;ok
flux12CisRiActivites;29/07/14 16:40:39;29/07/14 16:40:40;     1;ok
flux10CisRiContactBailleur;29/07/14 16:40:11;29/07/14 16:40:11;     0;ok
flux14CisRiGedATransferer;29/07/14 16:04:40;29/07/14 16:15:03;   623;ok
flux9RiCisBailleur;29/07/14 16:04:14;29/07/14 16:04:15;     1;ok
flux8RiCisBailleur;29/07/14 16:03:35;29/07/14 16:03:35;     0;ok
flux6RiCisBailleur;29/07/14 16:03:04;29/07/14 16:03:05;     1;ok
flux4RiCisBailleur;29/07/14 16:02:22;29/07/14 16:02:23;     1;ok
flux2RiCisBailleur;29/07/14 16:02:01;29/07/14 16:02:02;     1;ok
flux7CisRiPh;29/07/14 16:01:44;29/07/14 16:01:46;     2;ok
flux5CisRiPhBauxHorsCc;29/07/14 16:00:59;29/07/14 16:01:00;     1;ok
flux3CisRiPhBauxCc;29/07/14 16:00:27;29/07/14 16:00:28;     1;ok
flux1CisRiPhCc;29/07/14 16:00:11;29/07/14 16:00:13;     2;ok
flux13RiCisActivites;29/07/14 15:50:26;29/07/14 15:50:26;     0;ok
flux11RiCisContactBailleur;29/07/14 15:50:10;29/07/14 15:50:11;     1;ok
flux12CisRiActivites;29/07/14 15:40:44;29/07/14 15:40:45;     1;ok
flux10CisRiContactBailleur;29/07/14 15:40:10;29/07/14 15:40:11;     1;ok
flux14CisRiGedATransferer;29/07/14 15:04:35;29/07/14 15:13:30;   535;ok
flux9RiCisBailleur;29/07/14 15:04:10;29/07/14 15:04:11;     1;ok
flux8RiCisBailleur;29/07/14 15:03:40;29/07/14 15:03:41;     1;ok
flux6RiCisBailleur;29/07/14 15:02:57;29/07/14 15:02:58;     1;ok
flux4RiCisBailleur;29/07/14 15:02:22;29/07/14 15:02:23;     1;ok
flux2RiCisBailleur;29/07/14 15:02:02;29/07/14 15:02:03;     1;ok
flux7CisRiPh;29/07/14 15:01:40;29/07/14 15:01:42;     2;ok
flux5CisRiPhBauxHorsCc;29/07/14 15:01:20;29/07/14 15:01:20;     0;ok
flux3CisRiPhBauxCc;29/07/14 15:00:39;29/07/14 15:00:40;     1;ok
flux1CisRiPhCc;29/07/14 15:00:11;29/07/14 15:00:13;     2;ok
flux13RiCisActivites;29/07/14 14:50:40;29/07/14 14:50:40;     0;ok
flux11RiCisContactBailleur;29/07/14 14:50:11;29/07/14 14:50:12;     1;ok
flux12CisRiActivites;29/07/14 14:40:44;29/07/14 14:40:45;     1;ok
flux10CisRiContactBailleur;29/07/14 14:40:17;29/07/14 14:40:18;     1;ok
flux14CisRiGedATransferer;29/07/14 14:03:18;29/07/14 14:13:42;   624;ok
flux9RiCisBailleur;29/07/14 14:03:03;29/07/14 14:03:04;     1;ok
flux8RiCisBailleur;29/07/14 14:02:51;29/07/14 14:02:51;     0;ok
flux6RiCisBailleur;29/07/14 14:02:11;29/07/14 14:02:12;     1;ok
flux4RiCisBailleur;29/07/14 14:01:48;29/07/14 14:01:49;     1;ok
flux2RiCisBailleur;29/07/14 14:01:34;29/07/14 14:01:35;     1;ok
flux7CisRiPh;29/07/14 14:01:08;29/07/14 14:01:11;     3;ok
flux5CisRiPhBauxHorsCc;29/07/14 14:00:57;29/07/14 14:00:58;     1;ok
flux3CisRiPhBauxCc;29/07/14 14:00:33;29/07/14 14:00:34;     1;ok
jobLireEtudesCDE12;29/07/14 14:00:18;29/07/14 14:00:19;     1;ok
flux1CisRiPhCc;29/07/14 14:00:16;29/07/14 14:00:21;     5;ok
flux13RiCisActivites;29/07/14 13:50:44;29/07/14 13:50:45;     1;ok
flux11RiCisContactBailleur;29/07/14 13:50:11;29/07/14 13:50:12;     1;ok
flux12CisRiActivites;29/07/14 13:40:23;29/07/14 13:40:24;     1;ok
flux10CisRiContactBailleur;29/07/14 13:40:10;29/07/14 13:40:11;     1;ok
flux14CisRiGedATransferer;29/07/14 13:04:04;29/07/14 13:14:38;   634;ok
flux9RiCisBailleur;29/07/14 13:03:30;29/07/14 13:03:31;     1;ok
flux8RiCisBailleur;29/07/14 13:02:54;29/07/14 13:02:55;     1;ok
flux6RiCisBailleur;29/07/14 13:02:29;29/07/14 13:02:29;     0;ok
flux4RiCisBailleur;29/07/14 13:02:13;29/07/14 13:02:13;     0;ok
flux2RiCisBailleur;29/07/14 13:01:53;29/07/14 13:01:54;     1;ok
flux7CisRiPh;29/07/14 13:01:36;29/07/14 13:01:38;     2;ok
flux5CisRiPhBauxHorsCc;29/07/14 13:01:09;29/07/14 13:01:10;     1;ok
flux3CisRiPhBauxCc;29/07/14 13:00:42;29/07/14 13:00:43;     1;ok
flux1CisRiPhCc;29/07/14 13:00:10;29/07/14 13:00:13;     3;ok
flux13RiCisActivites;29/07/14 12:50:40;29/07/14 12:50:41;     1;ok
flux11RiCisContactBailleur;29/07/14 12:50:10;29/07/14 12:50:11;     1;ok
flux12CisRiActivites;29/07/14 12:40:29;29/07/14 12:40:30;     1;ok
flux10CisRiContactBailleur;29/07/14 12:40:10;29/07/14 12:40:10;     0;ok
flux14CisRiGedATransferer;29/07/14 12:04:26;29/07/14 12:13:38;   552;ok
flux9RiCisBailleur;29/07/14 12:03:47;29/07/14 12:03:47;     0;ok
flux8RiCisBailleur;29/07/14 12:03:15;29/07/14 12:03:16;     1;ok
flux6RiCisBailleur;29/07/14 12:02:51;29/07/14 12:02:52;     1;ok
flux4RiCisBailleur;29/07/14 12:02:20;29/07/14 12:02:21;     1;ok
flux2RiCisBailleur;29/07/14 12:01:55;29/07/14 12:01:56;     1;ok
flux7CisRiPh;29/07/14 12:01:34;29/07/14 12:01:36;     2;ok
flux5CisRiPhBauxHorsCc;29/07/14 12:01:11;29/07/14 12:01:11;     0;ok
flux3CisRiPhBauxCc;29/07/14 12:00:39;29/07/14 12:00:40;     1;ok
flux1CisRiPhCc;29/07/14 12:00:11;29/07/14 12:00:13;     2;ok
flux13RiCisActivites;29/07/14 11:50:26;29/07/14 11:50:27;     1;ok
flux11RiCisContactBailleur;29/07/14 11:50:11;29/07/14 11:50:11;     0;ok
flux12CisRiActivites;29/07/14 11:40:40;29/07/14 11:40:40;     0;ok
flux10CisRiContactBailleur;29/07/14 11:40:11;29/07/14 11:40:12;     1;ok
flux14CisRiGedATransferer;29/07/14 11:04:10;29/07/14 11:14:41;   631;ok
flux9RiCisBailleur;29/07/14 11:03:35;29/07/14 11:03:36;     1;ok
flux8RiCisBailleur;29/07/14 11:03:20;29/07/14 11:03:21;     1;ok
flux6RiCisBailleur;29/07/14 11:02:35;29/07/14 11:02:36;     1;ok
flux4RiCisBailleur;29/07/14 11:02:10;29/07/14 11:02:11;     1;ok
flux2RiCisBailleur;29/07/14 11:01:48;29/07/14 11:01:49;     1;ok
flux7CisRiPh;29/07/14 11:01:14;29/07/14 11:01:16;     2;ok
flux5CisRiPhBauxHorsCc;29/07/14 11:00:54;29/07/14 11:00:54;     0;ok
flux3CisRiPhBauxCc;29/07/14 11:00:25;29/07/14 11:00:26;     1;ok
flux1CisRiPhCc;29/07/14 11:00:11;29/07/14 11:00:13;     2;ok
flux13RiCisActivites;29/07/14 10:50:25;29/07/14 10:50:26;     1;ok
flux11RiCisContactBailleur;29/07/14 10:50:10;29/07/14 10:50:11;     1;ok
flux12CisRiActivites;29/07/14 10:40:34;29/07/14 10:40:34;     0;ok
flux10CisRiContactBailleur;29/07/14 10:40:10;29/07/14 10:40:11;     1;ok
flux14CisRiGedATransferer;29/07/14 10:04:20;29/07/14 10:14:46;   626;ok
flux9RiCisBailleur;29/07/14 10:03:50;29/07/14 10:03:51;     1;ok
flux8RiCisBailleur;29/07/14 10:03:15;29/07/14 10:03:16;     1;ok
flux6RiCisBailleur;29/07/14 10:02:51;29/07/14 10:02:52;     1;ok
flux4RiCisBailleur;29/07/14 10:02:15;29/07/14 10:02:16;     1;ok
flux2RiCisBailleur;29/07/14 10:01:50;29/07/14 10:01:51;     1;ok
flux7CisRiPh;29/07/14 10:01:35;29/07/14 10:01:37;     2;ok
flux5CisRiPhBauxHorsCc;29/07/14 10:01:00;29/07/14 10:01:01;     1;ok
flux3CisRiPhBauxCc;29/07/14 10:00:32;29/07/14 10:00:32;     0;ok
flux1CisRiPhCc;29/07/14 10:00:10;29/07/14 10:00:13;     3;ok
flux13RiCisActivites;29/07/14 09:50:39;29/07/14 09:50:40;     1;ok
flux11RiCisContactBailleur;29/07/14 09:50:10;29/07/14 09:50:11;     1;ok
flux12CisRiActivites;29/07/14 09:40:42;29/07/14 09:40:43;     1;ok
flux10CisRiContactBailleur;29/07/14 09:40:10;29/07/14 09:40:10;     0;ok
flux14CisRiGedATransferer;29/07/14 09:04:37;29/07/14 09:15:16;   639;ok
flux9RiCisBailleur;29/07/14 09:04:10;29/07/14 09:04:11;     1;ok
flux8RiCisBailleur;29/07/14 09:03:42;29/07/14 09:03:43;     1;ok
flux6RiCisBailleur;29/07/14 09:03:10;29/07/14 09:03:11;     1;ok
flux4RiCisBailleur;29/07/14 09:02:47;29/07/14 09:02:47;     0;ok
flux2RiCisBailleur;29/07/14 09:02:02;29/07/14 09:02:03;     1;ok
flux7CisRiPh;29/07/14 09:01:37;29/07/14 09:01:39;     2;ok
flux5CisRiPhBauxHorsCc;29/07/14 09:01:06;29/07/14 09:01:06;     0;ok
flux3CisRiPhBauxCc;29/07/14 09:00:46;29/07/14 09:00:46;     0;ok
flux1CisRiPhCc;29/07/14 09:00:27;29/07/14 09:00:29;     2;ok
jobLireEtudesCDE12;29/07/14 09:00:14;29/07/14 09:00:14;     0;ok
flux13RiCisActivites;29/07/14 08:50:26;29/07/14 08:50:27;     1;ok
flux11RiCisContactBailleur;29/07/14 08:50:10;29/07/14 08:50:11;     1;ok
flux12CisRiActivites;29/07/14 08:40:40;29/07/14 08:40:40;     0;ok
flux10CisRiContactBailleur;29/07/14 08:40:10;29/07/14 08:40:11;     1;ok
flux14CisRiGedATransferer;29/07/14 08:04:41;29/07/14 08:13:12;   511;ok
flux9RiCisBailleur;29/07/14 08:04:10;29/07/14 08:04:11;     1;ok
flux8RiCisBailleur;29/07/14 08:03:25;29/07/14 08:03:26;     1;ok
flux6RiCisBailleur;29/07/14 08:02:56;29/07/14 08:02:57;     1;ok
flux4RiCisBailleur;29/07/14 08:02:25;29/07/14 08:02:25;     0;ok
flux2RiCisBailleur;29/07/14 08:01:48;29/07/14 08:01:49;     1;ok
flux7CisRiPh;29/07/14 08:01:25;29/07/14 08:01:27;     2;ok
flux5CisRiPhBauxHorsCc;29/07/14 08:01:10;29/07/14 08:01:10;     0;ok
flux3CisRiPhBauxCc;29/07/14 08:00:40;29/07/14 08:00:40;     0;ok
flux1CisRiPhCc;29/07/14 08:00:10;29/07/14 08:00:13;     3;ok
flux13RiCisActivites;29/07/14 07:50:41;29/07/14 07:50:41;     0;ok
flux11RiCisContactBailleur;29/07/14 07:50:10;29/07/14 07:50:11;     1;ok
flux12CisRiActivites;29/07/14 07:40:25;29/07/14 07:40:26;     1;ok
flux10CisRiContactBailleur;29/07/14 07:40:11;29/07/14 07:40:11;     0;ok
flux14CisRiGedATransferer;29/07/14 07:04:14;29/07/14 07:14:19;   605;ok
flux9RiCisBailleur;29/07/14 07:03:45;29/07/14 07:03:46;     1;ok
flux8RiCisBailleur;29/07/14 07:03:04;29/07/14 07:03:05;     1;ok
flux6RiCisBailleur;29/07/14 07:02:40;29/07/14 07:02:41;     1;ok
flux4RiCisBailleur;29/07/14 07:02:27;29/07/14 07:02:28;     1;ok
flux2RiCisBailleur;29/07/14 07:02:04;29/07/14 07:02:05;     1;ok
flux7CisRiPh;29/07/14 07:01:26;29/07/14 07:01:28;     2;ok
flux5CisRiPhBauxHorsCc;29/07/14 07:01:06;29/07/14 07:01:06;     0;ok
flux3CisRiPhBauxCc;29/07/14 07:00:40;29/07/14 07:00:40;     0;ok
flux1CisRiPhCc;29/07/14 07:00:10;29/07/14 07:00:13;     3;ok
flux13RiCisActivites;29/07/14 06:50:41;29/07/14 06:50:41;     0;ok
flux11RiCisContactBailleur;29/07/14 06:50:10;29/07/14 06:50:11;     1;ok
flux12CisRiActivites;29/07/14 06:42:46;29/07/14 06:42:46;     0;ok
flux10CisRiContactBailleur;29/07/14 06:42:10;29/07/14 06:42:10;     0;ok
flux13RiCisActivites;29/07/14 06:40:25;29/07/14 06:40:25;     0;ok
flux11RiCisContactBailleur;29/07/14 06:40:10;29/07/14 06:40:11;     1;ok
flux12CisRiActivites;29/07/14 06:30:39;29/07/14 06:30:40;     1;ok
flux10CisRiContactBailleur;29/07/14 06:30:12;29/07/14 06:30:12;     0;ok
flux14CisRiGedATransferer;29/07/14 06:03:39;29/07/14 06:13:51;   612;ok
flux9RiCisBailleur;29/07/14 06:03:09;29/07/14 06:03:10;     1;ok
flux8RiCisBailleur;29/07/14 06:02:53;29/07/14 06:02:54;     1;ok
flux6RiCisBailleur;29/07/14 06:02:15;29/07/14 06:02:16;     1;ok
flux4RiCisBailleur;29/07/14 06:01:48;29/07/14 06:01:49;     1;ok
flux2RiCisBailleur;29/07/14 06:01:19;29/07/14 06:01:19;     0;ok
flux7CisRiPh;29/07/14 06:01:04;29/07/14 06:01:06;     2;ok
flux5CisRiPhBauxHorsCc;29/07/14 06:00:43;29/07/14 06:00:44;     1;ok
flux3CisRiPhBauxCc;29/07/14 06:00:28;29/07/14 06:00:29;     1;ok
flux1CisRiPhCc;29/07/14 06:00:11;29/07/14 06:00:15;     4;ok
jobqualifierBatchMails;29/07/14 00:02:57;29/07/14 00:02:57;     0;ok
jobqualifierAlerteDeploiementUCF;29/07/14 00:02:14;29/07/14 00:02:15;     1;ok
job_alerteDeploiementLotsC;29/07/14 00:01:47;29/07/14 00:01:48;     1;ok
exporterDeltasPhZdr;29/07/14 00:01:32;29/07/14 00:01:33;     1;ok
exporterCompletPhZdr;29/07/14 00:01:10;29/07/14 00:01:17;     7;ok
jobCreerEtudesB;28/07/14 20:20:53;28/07/14 20:20:54;     1;ok
creerAffaires;28/07/14 20:20:10;28/07/14 20:20:10;     0;ok
calculDateAuPlusTard;28/07/14 20:19:28;28/07/14 20:19:59;    31;ok
job_etape3Et4;28/07/14 20:19:05;28/07/14 20:19:05;     0;ok
cleanCouverturesPCE;28/07/14 20:18:30;28/07/14 20:18:30;     0;ok
jobLireEtudesAB;28/07/14 20:18:18;28/07/14 20:18:18;     0;ok
initZddAndPce;28/07/14 20:17:34;28/07/14 20:17:36;     2;ok
lotissementIntvn;28/07/14 20:08:18;28/07/14 20:17:21;   543;ok
chgtStatutIntvn;28/07/14 20:08:00;28/07/14 20:08:00;     0;ok
nbPceALotir;28/07/14 20:02:10;28/07/14 20:07:45;   335;ok
flux9RiCisBailleur;28/07/14 08:03:29;28/07/14 08:03:30;     1;ok
flux8RiCisBailleur;28/07/14 08:03:04;28/07/14 08:03:05;     1;ok
flux6RiCisBailleur;28/07/14 08:02:44;28/07/14 08:02:44;     0;ok
flux4RiCisBailleur;28/07/14 08:02:18;28/07/14 08:02:19;     1;ok
flux2RiCisBailleur;28/07/14 08:02:02;28/07/14 08:02:03;     1;ok
flux7CisRiPh;28/07/14 08:01:19;28/07/14 08:01:21;     2;ok
flux5CisRiPhBauxHorsCc;28/07/14 08:00:58;28/07/14 08:00:59;     1;ok
flux3CisRiPhBauxCc;28/07/14 08:00:27;28/07/14 08:00:28;     1;ok
flux1CisRiPhCc;28/07/14 08:00:11;28/07/14 08:00:13;     2;ok
flux13RiCisActivites;28/07/14 07:50:42;28/07/14 07:50:43;     1;ok
flux11RiCisContactBailleur;28/07/14 07:50:11;28/07/14 07:50:12;     1;ok
flux12CisRiActivites;28/07/14 07:40:43;28/07/14 07:40:43;     0;ok
flux10CisRiContactBailleur;28/07/14 07:40:24;28/07/14 07:40:24;     0;ok
flux14CisRiGedATransferer;28/07/14 07:04:12;28/07/14 07:14:26;   614;ok
flux9RiCisBailleur;28/07/14 07:03:57;28/07/14 07:03:58;     1;ok
flux8RiCisBailleur;28/07/14 07:03:15;28/07/14 07:03:15;     0;ok
flux6RiCisBailleur;28/07/14 07:02:46;28/07/14 07:02:47;     1;ok
flux4RiCisBailleur;28/07/14 07:02:17;28/07/14 07:02:18;     1;ok
flux2RiCisBailleur;28/07/14 07:02:02;28/07/14 07:02:03;     1;ok
flux7CisRiPh;28/07/14 07:01:20;28/07/14 07:01:22;     2;ok
flux5CisRiPhBauxHorsCc;28/07/14 07:01:00;28/07/14 07:01:01;     1;ok
flux3CisRiPhBauxCc;28/07/14 07:00:27;28/07/14 07:00:27;     0;ok
flux1CisRiPhCc;28/07/14 07:00:10;28/07/14 07:00:13;     3;ok
flux13RiCisActivites;28/07/14 06:50:22;28/07/14 06:50:23;     1;ok
flux11RiCisContactBailleur;28/07/14 06:50:11;28/07/14 06:50:11;     0;ok
flux12CisRiActivites;28/07/14 06:42:27;28/07/14 06:42:27;     0;ok
flux10CisRiContactBailleur;28/07/14 06:42:10;28/07/14 06:42:11;     1;ok
flux13RiCisActivites;28/07/14 06:40:22;28/07/14 06:40:23;     1;ok
flux11RiCisContactBailleur;28/07/14 06:40:11;28/07/14 06:40:11;     0;ok
flux12CisRiActivites;28/07/14 06:30:25;28/07/14 06:30:26;     1;ok
flux10CisRiContactBailleur;28/07/14 06:30:11;28/07/14 06:30:12;     1;ok
flux14CisRiGedATransferer;28/07/14 06:03:00;28/07/14 06:13:14;   614;ok
flux9RiCisBailleur;28/07/14 06:02:48;28/07/14 06:02:49;     1;ok
flux8RiCisBailleur;28/07/14 06:02:20;28/07/14 06:02:21;     1;ok
flux6RiCisBailleur;28/07/14 06:02:04;28/07/14 06:02:05;     1;ok
flux4RiCisBailleur;28/07/14 06:01:44;28/07/14 06:01:45;     1;ok
flux2RiCisBailleur;28/07/14 06:01:28;28/07/14 06:01:30;     2;ok
flux7CisRiPh;28/07/14 06:01:04;28/07/14 06:01:07;     3;ok
flux5CisRiPhBauxHorsCc;28/07/14 06:00:50;28/07/14 06:00:50;     0;ok
flux3CisRiPhBauxCc;28/07/14 06:00:36;28/07/14 06:00:36;     0;ok
flux1CisRiPhCc;28/07/14 06:00:12;28/07/14 06:00:21;     9;ok
jobqualifierBatchMails;27/07/14 00:02:54;27/07/14 00:02:54;     0;ok
jobqualifierAlerteDeploiementUCF;27/07/14 00:02:37;27/07/14 00:02:38;     1;ok
job_alerteDeploiementLotsC;27/07/14 00:02:02;27/07/14 00:02:02;     0;ok
exporterDeltasPhZdr;27/07/14 00:01:29;27/07/14 00:01:29;     0;ok
exporterCompletPhZdr;27/07/14 00:01:10;27/07/14 00:01:17;     7;ok
jobCreerEtudesB;26/07/14 20:15:41;26/07/14 20:15:42;     1;ok
creerAffaires;26/07/14 20:15:17;26/07/14 20:15:17;     0;ok
calculDateAuPlusTard;26/07/14 20:14:40;26/07/14 20:15:06;    26;ok
job_etape3Et4;26/07/14 20:14:11;26/07/14 20:14:11;     0;ok
cleanCouverturesPCE;26/07/14 20:13:41;26/07/14 20:13:41;     0;ok
jobLireEtudesAB;26/07/14 20:13:15;26/07/14 20:13:16;     1;ok
initZddAndPce;26/07/14 20:12:42;26/07/14 20:12:43;     1;ok
lotissementIntvn;26/07/14 20:06:36;26/07/14 20:12:30;   354;ok
chgtStatutIntvn;26/07/14 20:06:11;26/07/14 20:06:11;     0;ok
nbPceALotir;26/07/14 20:02:09;26/07/14 20:06:00;   231;ok
flux13RiCisActivites;26/07/14 19:50:41;26/07/14 19:50:41;     0;ok
flux11RiCisContactBailleur;26/07/14 19:50:11;26/07/14 19:50:11;     0;ok
flux12CisRiActivites;26/07/14 19:40:22;26/07/14 19:40:23;     1;ok
flux10CisRiContactBailleur;26/07/14 19:40:10;26/07/14 19:40:11;     1;ok
flux14CisRiGedATransferer;26/07/14 19:05:04;26/07/14 19:13:34;   510;ok
flux9RiCisBailleur;26/07/14 19:04:36;26/07/14 19:04:37;     1;ok
flux8RiCisBailleur;26/07/14 19:04:10;26/07/14 19:04:11;     1;ok
flux6RiCisBailleur;26/07/14 19:03:42;26/07/14 19:03:43;     1;ok
flux4RiCisBailleur;26/07/14 19:02:57;26/07/14 19:02:58;     1;ok
flux2RiCisBailleur;26/07/14 19:02:27;26/07/14 19:02:28;     1;ok
flux7CisRiPh;26/07/14 19:02:12;26/07/14 19:02:14;     2;ok
flux5CisRiPhBauxHorsCc;26/07/14 19:01:32;26/07/14 19:01:32;     0;ok
flux3CisRiPhBauxCc;26/07/14 19:01:20;26/07/14 19:01:20;     0;ok
flux1CisRiPhCc;26/07/14 19:00:22;26/07/14 19:00:24;     2;ok
flux13RiCisActivites;26/07/14 18:50:22;26/07/14 18:50:22;     0;ok
flux11RiCisContactBailleur;26/07/14 18:50:10;26/07/14 18:50:11;     1;ok
flux12CisRiActivites;26/07/14 18:40:30;26/07/14 18:40:30;     0;ok
flux10CisRiContactBailleur;26/07/14 18:40:10;26/07/14 18:40:10;     0;ok
flux14CisRiGedATransferer;26/07/14 18:04:27;26/07/14 18:15:08;   641;ok
flux9RiCisBailleur;26/07/14 18:03:52;26/07/14 18:03:53;     1;ok
flux8RiCisBailleur;26/07/14 18:03:22;26/07/14 18:03:23;     1;ok
flux6RiCisBailleur;26/07/14 18:02:42;26/07/14 18:02:43;     1;ok
flux4RiCisBailleur;26/07/14 18:02:17;26/07/14 18:02:18;     1;ok
flux2RiCisBailleur;26/07/14 18:01:53;26/07/14 18:01:54;     1;ok
flux7CisRiPh;26/07/14 18:01:36;26/07/14 18:01:39;     3;ok
flux5CisRiPhBauxHorsCc;26/07/14 18:01:10;26/07/14 18:01:10;     0;ok
flux3CisRiPhBauxCc;26/07/14 18:00:41;26/07/14 18:00:41;     0;ok
flux1CisRiPhCc;26/07/14 18:00:11;26/07/14 18:00:13;     2;ok
flux13RiCisActivites;26/07/14 17:50:38;26/07/14 17:50:38;     0;ok
flux11RiCisContactBailleur;26/07/14 17:50:11;26/07/14 17:50:11;     0;ok
flux12CisRiActivites;26/07/14 17:40:23;26/07/14 17:40:24;     1;ok
flux10CisRiContactBailleur;26/07/14 17:40:11;26/07/14 17:40:11;     0;ok
flux14CisRiGedATransferer;26/07/14 17:04:45;26/07/14 17:13:16;   511;ok
flux9RiCisBailleur;26/07/14 17:04:25;26/07/14 17:04:25;     0;ok
flux8RiCisBailleur;26/07/14 17:04:02;26/07/14 17:04:03;     1;ok
flux6RiCisBailleur;26/07/14 17:03:15;26/07/14 17:03:16;     1;ok
flux4RiCisBailleur;26/07/14 17:02:53;26/07/14 17:02:54;     1;ok
flux2RiCisBailleur;26/07/14 17:02:17;26/07/14 17:02:18;     1;ok
flux7CisRiPh;26/07/14 17:01:52;26/07/14 17:01:54;     2;ok
flux5CisRiPhBauxHorsCc;26/07/14 17:01:20;26/07/14 17:01:20;     0;ok
flux3CisRiPhBauxCc;26/07/14 17:00:56;26/07/14 17:00:57;     1;ok
flux1CisRiPhCc;26/07/14 17:00:26;26/07/14 17:00:28;     2;ok
flux13RiCisActivites;26/07/14 16:50:24;26/07/14 16:50:25;     1;ok
flux11RiCisContactBailleur;26/07/14 16:50:11;26/07/14 16:50:11;     0;ok
flux12CisRiActivites;26/07/14 16:40:43;26/07/14 16:40:43;     0;ok
flux10CisRiContactBailleur;26/07/14 16:40:30;26/07/14 16:40:31;     1;ok
flux14CisRiGedATransferer;26/07/14 16:04:16;26/07/14 16:12:47;   511;ok
flux9RiCisBailleur;26/07/14 16:03:54;26/07/14 16:03:55;     1;ok
flux8RiCisBailleur;26/07/14 16:03:27;26/07/14 16:03:28;     1;ok
flux6RiCisBailleur;26/07/14 16:03:04;26/07/14 16:03:05;     1;ok
flux4RiCisBailleur;26/07/14 16:02:19;26/07/14 16:02:19;     0;ok
flux2RiCisBailleur;26/07/14 16:02:02;26/07/14 16:02:03;     1;ok
flux7CisRiPh;26/07/14 16:01:32;26/07/14 16:01:34;     2;ok
flux5CisRiPhBauxHorsCc;26/07/14 16:01:11;26/07/14 16:01:11;     0;ok
flux3CisRiPhBauxCc;26/07/14 16:00:46;26/07/14 16:00:46;     0;ok
flux1CisRiPhCc;26/07/14 16:00:10;26/07/14 16:00:12;     2;ok
flux13RiCisActivites;26/07/14 15:50:22;26/07/14 15:50:23;     1;ok
flux11RiCisContactBailleur;26/07/14 15:50:10;26/07/14 15:50:11;     1;ok
flux12CisRiActivites;26/07/14 15:40:45;26/07/14 15:40:46;     1;ok
flux10CisRiContactBailleur;26/07/14 15:40:25;26/07/14 15:40:25;     0;ok
flux14CisRiGedATransferer;26/07/14 15:04:15;26/07/14 15:12:45;   510;ok
flux9RiCisBailleur;26/07/14 15:03:46;26/07/14 15:03:47;     1;ok
flux8RiCisBailleur;26/07/14 15:03:11;26/07/14 15:03:12;     1;ok
flux6RiCisBailleur;26/07/14 15:02:42;26/07/14 15:02:43;     1;ok
flux4RiCisBailleur;26/07/14 15:02:17;26/07/14 15:02:18;     1;ok
flux2RiCisBailleur;26/07/14 15:01:43;26/07/14 15:01:44;     1;ok
flux7CisRiPh;26/07/14 15:01:17;26/07/14 15:01:19;     2;ok
flux5CisRiPhBauxHorsCc;26/07/14 15:00:54;26/07/14 15:00:54;     0;ok
flux3CisRiPhBauxCc;26/07/14 15:00:25;26/07/14 15:00:25;     0;ok
flux1CisRiPhCc;26/07/14 15:00:11;26/07/14 15:00:13;     2;ok
flux13RiCisActivites;26/07/14 14:50:42;26/07/14 14:50:43;     1;ok
flux11RiCisContactBailleur;26/07/14 14:50:11;26/07/14 14:50:12;     1;ok
flux12CisRiActivites;26/07/14 14:40:25;26/07/14 14:40:25;     0;ok
flux10CisRiContactBailleur;26/07/14 14:40:11;26/07/14 14:40:11;     0;ok
flux14CisRiGedATransferer;26/07/14 14:03:29;26/07/14 14:14:00;   631;ok
flux9RiCisBailleur;26/07/14 14:03:15;26/07/14 14:03:16;     1;ok
flux8RiCisBailleur;26/07/14 14:02:47;26/07/14 14:02:48;     1;ok
flux6RiCisBailleur;26/07/14 14:02:14;26/07/14 14:02:15;     1;ok
flux4RiCisBailleur;26/07/14 14:01:52;26/07/14 14:01:52;     0;ok
flux2RiCisBailleur;26/07/14 14:01:24;26/07/14 14:01:25;     1;ok
flux7CisRiPh;26/07/14 14:01:05;26/07/14 14:01:09;     4;ok
flux5CisRiPhBauxHorsCc;26/07/14 14:00:44;26/07/14 14:00:45;     1;ok
flux3CisRiPhBauxCc;26/07/14 14:00:32;26/07/14 14:00:32;     0;ok
jobLireEtudesCDE12;26/07/14 14:00:20;26/07/14 14:00:20;     0;ok
flux1CisRiPhCc;26/07/14 14:00:15;26/07/14 14:00:18;     3;ok
flux13RiCisActivites;26/07/14 13:50:24;26/07/14 13:50:25;     1;ok
flux11RiCisContactBailleur;26/07/14 13:50:10;26/07/14 13:50:11;     1;ok
flux12CisRiActivites;26/07/14 13:40:24;26/07/14 13:40:25;     1;ok
flux10CisRiContactBailleur;26/07/14 13:40:10;26/07/14 13:40:10;     0;ok
flux14CisRiGedATransferer;26/07/14 13:04:45;26/07/14 13:13:17;   512;ok
flux9RiCisBailleur;26/07/14 13:04:04;26/07/14 13:04:05;     1;ok
flux8RiCisBailleur;26/07/14 13:03:33;26/07/14 13:03:34;     1;ok
flux6RiCisBailleur;26/07/14 13:03:03;26/07/14 13:03:04;     1;ok
flux4RiCisBailleur;26/07/14 13:02:33;26/07/14 13:02:34;     1;ok
flux2RiCisBailleur;26/07/14 13:01:58;26/07/14 13:01:59;     1;ok
